Journal Title,JIF,JIF5Years
INTERNATIONAL JOURNAL OF ISLAMIC ARCHITECTURE,0.3,0.3
INTERNATIONAL JOURNAL OF ISLAMIC THOUGHT,0.4,0.4
INTERNATIONAL JOURNAL OF JAPANESE SOCIOLOGY,0.7,0.7
INTERNATIONAL JOURNAL OF KNOWLEDGE AND LEARNING,0.9,0.9
INTERNATIONAL JOURNAL OF KNOWLEDGE AND SYSTEMS SCIENCE,0.6,0.8
INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT,1.2,1.2
INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT STUDIES,1.3,N/A
INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED AND INTELLIGENT ENGINEERING SYSTEMS,0.6,0.7
INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED DEVELOPMENT,1,1.2
INTERNATIONAL JOURNAL OF KOREAN HISTORY,0.2,0.3
INTERNATIONAL JOURNAL OF LABORATORY HEMATOLOGY,2.2,2.4
INTERNATIONAL JOURNAL OF LANGUAGE and COMMUNICATION DISORDERS,1.5,2.5
INTERNATIONAL JOURNAL OF LATIN AMERICAN RELIGIONS,0.7,0.7
INTERNATIONAL JOURNAL OF LAW AND INFORMATION TECHNOLOGY,1.6,2.2
INTERNATIONAL JOURNAL OF LAW AND MANAGEMENT,1.3,1.5
INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,1.4,1.9
INTERNATIONAL JOURNAL OF LAW CRIME AND JUSTICE,1,1.1
INTERNATIONAL JOURNAL OF LAW IN CONTEXT,0.6,1.3
INTERNATIONAL JOURNAL OF LAW POLICY AND THE FAMILY,0.9,1
INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,2.4,2.5
INTERNATIONAL JOURNAL OF LEAN SIX SIGMA,3.8,4.1
INTERNATIONAL JOURNAL OF LEARNER CORPUS RESEARCH,1.1,N/A
INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL,1.5,N/A
INTERNATIONAL JOURNAL OF LEARNING TECHNOLOGY,0.4,0.7
INTERNATIONAL JOURNAL OF LEGAL DISCOURSE,2,1.4
INTERNATIONAL JOURNAL OF LEGAL MEDICINE,2.2,2.2
INTERNATIONAL JOURNAL OF LEXICOGRAPHY,0.8,0.9
INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,4.9,4.8
INTERNATIONAL JOURNAL OF LIFELONG EDUCATION,1.9,2
INTERNATIONAL JOURNAL OF LIMNOLOGY,0.7,0.7
INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,7.2,7.3
INTERNATIONAL JOURNAL OF LOGISTICS-RESEARCH AND APPLICATIONS,4.5,5.6
INTERNATIONAL JOURNAL OF LOW-CARBON TECHNOLOGIES,2.4,2.4
INTERNATIONAL JOURNAL OF LOWER EXTREMITY WOUNDS,1.5,1.9
INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS,3.1,3.6
INTERNATIONAL JOURNAL OF MACHINE TOOLS and MANUFACTURE,14,11.7
INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,0.6,1.3
INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION,6,5.7
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,7.5,12.3
INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND ENGINEERING MANAGEMENT,3,2.6
INTERNATIONAL JOURNAL OF MANAGEMENT STUDIES,1,2.1
INTERNATIONAL JOURNAL OF MANAGERIAL AND FINANCIAL ACCOUNTING,1.2,1.4
INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,1.8,2.7
INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS,2.3,3.2
INTERNATIONAL JOURNAL OF MANPOWER,4.6,4.4
INTERNATIONAL JOURNAL OF MANUFACTURING MATERIALS AND MECHANICAL ENGINEERING,0.5,0.5
INTERNATIONAL JOURNAL OF MANUFACTURING RESEARCH,0.5,N/A
INTERNATIONAL JOURNAL OF MARINE AND COASTAL LAW,1.3,1.3
INTERNATIONAL JOURNAL OF MARITIME ENGINEERING,0.7,0.6
INTERNATIONAL JOURNAL OF MARITIME HISTORY,0.2,0.3
INTERNATIONAL JOURNAL OF MARKET RESEARCH,2.4,3
INTERNATIONAL JOURNAL OF MARKETING COMMUNICATION AND NEW MEDIA,0.4,0.4
INTERNATIONAL JOURNAL OF MASONRY RESEARCH AND INNOVATION,1.2,1.1
INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,1.6,1.6
INTERNATIONAL JOURNAL OF MATERIAL FORMING,2.6,2.3
INTERNATIONAL JOURNAL OF MATERIALS and PRODUCT TECHNOLOGY,0.5,0.7
INTERNATIONAL JOURNAL OF MATERIALS RESEARCH,0.7,0.7
INTERNATIONAL JOURNAL OF MATHEMATICAL EDUCATION IN SCIENCE AND TECHNOLOGY,0.7,0.9
INTERNATIONAL JOURNAL OF MATHEMATICAL ENGINEERING AND MANAGEMENT SCIENCES,1.3,1.2
INTERNATIONAL JOURNAL OF MATHEMATICS,0.6,0.7
INTERNATIONAL JOURNAL OF MATHEMATICS AND COMPUTER SCIENCE,0.4,0.5
INTERNATIONAL JOURNAL OF MATHEMATICS AND MATHEMATICAL SCIENCES,1,N/A
INTERNATIONAL JOURNAL OF MATHEMATICS AND PHYSICS,0.2,0.1
INTERNATIONAL JOURNAL OF MATHEMATICS FOR INDUSTRY,0.3,N/A
INTERNATIONAL JOURNAL OF MECHANICAL AND MATERIALS ENGINEERING,3.4,3.9
INTERNATIONAL JOURNAL OF MECHANICAL ENGINEERING EDUCATION,1.1,N/A
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,7.1,6.6
INTERNATIONAL JOURNAL OF MECHANICAL SYSTEM DYNAMICS,3.4,3.5
INTERNATIONAL JOURNAL OF MECHANICS AND MATERIALS IN DESIGN,2.7,2.7
INTERNATIONAL JOURNAL OF MEDIA and CULTURAL POLITICS,0.2,0.8
INTERNATIONAL JOURNAL OF MEDICAL EDUCATION,1.6,3.3
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,3.7,4.6
INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,4.5,3.3
INTERNATIONAL JOURNAL OF MEDICAL ROBOTICS AND COMPUTER ASSISTED SURGERY,2.3,2.7
INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,3.2,3.4
INTERNATIONAL JOURNAL OF MEDICAL TOXICOLOGY AND FORENSIC MEDICINE,0.3,0.4
INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS,1.4,1.5
INTERNATIONAL JOURNAL OF MENTAL HEALTH,1.4,1.4
INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,3.2,4.7
INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING,3.6,4.3
INTERNATIONAL JOURNAL OF MENTAL HEALTH PROMOTION,1,1
INTERNATIONAL JOURNAL OF MENTAL HEALTH SYSTEMS,3.1,3.6
INTERNATIONAL JOURNAL OF MENTORING AND COACHING IN EDUCATION,1.5,1.9
INTERNATIONAL JOURNAL OF METALCASTING,2.6,2.6
INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,2.4,4
INTERNATIONAL JOURNAL OF MICRO AIR VEHICLES,1.5,1.9
INTERNATIONAL JOURNAL OF MICROBIOLOGY,2.8,4
INTERNATIONAL JOURNAL OF MICROGRAVITY SCIENCE AND APPLICATION,0.8,0.7
INTERNATIONAL JOURNAL OF MICROWAVE AND WIRELESS TECHNOLOGIES,1.4,1.2
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,1.3,1.7
INTERNATIONAL JOURNAL OF MIGRATION HEALTH AND SOCIAL CARE,0.7,1
INTERNATIONAL JOURNAL OF MILITARY HISTORY AND HISTORIOGRAPHY,0.1,0.4
INTERNATIONAL JOURNAL OF MINERALS METALLURGY AND MATERIALS,5.6,4.3
INTERNATIONAL JOURNAL OF MINING RECLAMATION AND ENVIRONMENT,2.7,2.8
INTERNATIONAL JOURNAL OF MINING SCIENCE AND TECHNOLOGY,11.7,8.4
INTERNATIONAL JOURNAL OF MOBILE AND BLENDED LEARNING,0.9,0.9
INTERNATIONAL JOURNAL OF MOBILE COMMUNICATIONS,0.7,1.3
INTERNATIONAL JOURNAL OF MOBILE COMPUTING AND MULTIMEDIA COMMUNICATIONS,0.4,0.5
INTERNATIONAL JOURNAL OF MOBILE HUMAN COMPUTER INTERACTION,0.2,0.9
INTERNATIONAL JOURNAL OF MOBILE LEARNING AND ORGANISATION,1.2,N/A
INTERNATIONAL JOURNAL OF MODELING SIMULATION AND SCIENTIFIC COMPUTING,0.9,0.7
INTERNATIONAL JOURNAL OF MODELLING AND SIMULATION,3.1,2.6
INTERNATIONAL JOURNAL OF MODELLING IDENTIFICATION AND CONTROL,0.6,0.7
INTERNATIONAL JOURNAL OF MODERN PHYSICS A,1.4,1.3
INTERNATIONAL JOURNAL OF MODERN PHYSICS B,2.6,1.6
INTERNATIONAL JOURNAL OF MODERN PHYSICS C,1.5,1.2
INTERNATIONAL JOURNAL OF MODERN PHYSICS D,1.8,2
INTERNATIONAL JOURNAL OF MODERN PHYSICS E,1,0.8
INTERNATIONAL JOURNAL OF MOLECULAR AND CELLULAR MEDICINE,1.5,1.8
INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,5.7,4.4
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,4.9,5.6
INTERNATIONAL JOURNAL OF MORPHOLOGY,0.4,0.5
INTERNATIONAL JOURNAL OF MULTICULTURAL EDUCATION,0.7,1.4
INTERNATIONAL JOURNAL OF MULTILINGUALISM,2,2.5
INTERNATIONAL JOURNAL OF MULTIMEDIA DATA ENGINEERING and MANAGEMENT,0.9,0.5
INTERNATIONAL JOURNAL OF MULTIMEDIA INFORMATION RETRIEVAL,3.6,4.9
INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,3.6,3.6
INTERNATIONAL JOURNAL OF MULTIPHYSICS,0.4,0.6
INTERNATIONAL JOURNAL OF MUSIC EDUCATION,1.3,1.6
INTERNATIONAL JOURNAL OF MYCOBACTERIOLOGY,1.6,1.3
INTERNATIONAL JOURNAL OF NANO DIMENSION,1.2,1.5
INTERNATIONAL JOURNAL OF NANOELECTRONICS AND MATERIALS,0.7,1.1
INTERNATIONAL JOURNAL OF NANOMEDICINE,6.6,7.5
INTERNATIONAL JOURNAL OF NANOSCIENCE,0.9,0.8
INTERNATIONAL JOURNAL OF NANOTECHNOLOGY,0.3,0.4
INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,0.6,1.1
INTERNATIONAL JOURNAL OF NAVAL ARCHITECTURE AND OCEAN ENGINEERING,2.3,2.6
INTERNATIONAL JOURNAL OF NEONATAL SCREENING,4,3.6
INTERNATIONAL JOURNAL OF NEPHROLOGY,1.7,1.9
INTERNATIONAL JOURNAL OF NEPHROLOGY AND RENOVASCULAR DISEASE,2.1,2.6
INTERNATIONAL JOURNAL OF NETWORK MANAGEMENT,1.5,1.5
INTERNATIONAL JOURNAL OF NETWORKED AND DISTRIBUTED COMPUTING,1.3,0.7
INTERNATIONAL JOURNAL OF NEURAL SYSTEMS,6.6,5
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,4.5,4.7
INTERNATIONAL JOURNAL OF NEUROSCIENCE,1.7,2
INTERNATIONAL JOURNAL OF NONCOMMUNICABLE DISEASES,0.2,N/A
INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS,2.8,2.6
INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,1.4,1.5
INTERNATIONAL JOURNAL OF NUMBER THEORY,0.5,0.5
INTERNATIONAL JOURNAL OF NUMERICAL ANALYSIS AND MODELING,1.3,1.2
INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT and FLUID FLOW,4,3.3
INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,1.6,1.3
INTERNATIONAL JOURNAL OF NURSING EDUCATION SCHOLARSHIP,1.3,N/A
INTERNATIONAL JOURNAL OF NURSING KNOWLEDGE,1.4,1.3
INTERNATIONAL JOURNAL OF NURSING PRACTICE,1.9,2.5
INTERNATIONAL JOURNAL OF NURSING SCIENCES,2.9,3.9
INTERNATIONAL JOURNAL OF NURSING STUDIES,7.5,7.6
INTERNATIONAL JOURNAL OF NURSING STUDIES ADVANCES,3.1,3.6
INTERNATIONAL JOURNAL OF OBESITY,4.2,4.5
INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA,2.6,2.1
INTERNATIONAL JOURNAL OF OCCUPATIONAL MEDICINE AND ENVIRONMENTAL HEALTH,1.4,1.8
INTERNATIONAL JOURNAL OF OCCUPATIONAL SAFETY AND ERGONOMICS,1.6,1.9
INTERNATIONAL JOURNAL OF ODONATOLOGY,1,1.1
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,1.3,1.7
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,0.9,0.8
INTERNATIONAL JOURNAL OF OIL GAS AND COAL TECHNOLOGY,0.6,0.6
INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING,1.6,2.3
INTERNATIONAL JOURNAL OF ONCOLOGY,4.5,4.6
INTERNATIONAL JOURNAL OF ONLINE AND BIOMEDICAL ENGINEERING,1.7,1.3
INTERNATIONAL JOURNAL OF ONLINE MARKETING,1.1,0.8
INTERNATIONAL JOURNAL OF ONLINE PEDAGOGY AND COURSE DESIGN,0.3,0.6
INTERNATIONAL JOURNAL OF OPERATIONS and PRODUCTION MANAGEMENT,7.1,9.2
INTERNATIONAL JOURNAL OF OPHTHALMOLOGY,1.9,1.8
INTERNATIONAL JOURNAL OF OPTICS,1.8,1.5
INTERNATIONAL JOURNAL OF OPTIMIZATION AND CONTROL-THEORIES and APPLICATIONS-IJOCTA,2.2,N/A
INTERNATIONAL JOURNAL OF OPTOMECHATRONICS,6.7,4.8
INTERNATIONAL JOURNAL OF ORAL and MAXILLOFACIAL IMPLANTS,1.7,2.6
INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,2.2,2.6
INTERNATIONAL JOURNAL OF ORAL IMPLANTOLOGY,3.1,3.2
INTERNATIONAL JOURNAL OF ORAL SCIENCE,10.8,11.7
INTERNATIONAL JOURNAL OF ORGAN TRANSPLANTATION MEDICINE,0.3,0.6
INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS,2.4,2.8
INTERNATIONAL JOURNAL OF ORGANIZATIONAL LEADERSHIP,0.7,1.1
INTERNATIONAL JOURNAL OF ORTHODONTIC REHABILITATION,0.1,N/A
INTERNATIONAL JOURNAL OF ORTHOPAEDIC AND TRAUMA NURSING,1.5,1.5
INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,1.1,1.3
INTERNATIONAL JOURNAL OF OSTEOPATHIC MEDICINE,1.1,1.6
INTERNATIONAL JOURNAL OF PAEDIATRIC DENTISTRY,2.3,2.9
INTERNATIONAL JOURNAL OF PALEOPATHOLOGY,1.3,1.3
INTERNATIONAL JOURNAL OF PALLIATIVE NURSING,0.7,1.1
INTERNATIONAL JOURNAL OF PARALLEL EMERGENT AND DISTRIBUTED SYSTEMS,0.6,0.8
INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,0.9,0.9
INTERNATIONAL JOURNAL OF PARTICLE THERAPY,2.1,2.3
INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,0.9,1
INTERNATIONAL JOURNAL OF PAVEMENT ENGINEERING,3.4,3.8
INTERNATIONAL JOURNAL OF PAVEMENT RESEARCH AND TECHNOLOGY,3,N/A
INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,1.2,1.5
INTERNATIONAL JOURNAL OF PEDIATRICS,1.3,2.1
INTERNATIONAL JOURNAL OF PEPTIDE RESEARCH AND THERAPEUTICS,2,1.8
INTERNATIONAL JOURNAL OF PERFORMANCE ANALYSIS IN SPORT,1.9,2.6
INTERNATIONAL JOURNAL OF PERFORMANCE ARTS AND DIGITAL MEDIA,0.8,N/A
INTERNATIONAL JOURNAL OF PERIODONTICS and RESTORATIVE DENTISTRY,1.3,1.9
INTERNATIONAL JOURNAL OF PERSIAN LITERATURE,0.4,0.5
INTERNATIONAL JOURNAL OF PERVASIVE COMPUTING AND COMMUNICATIONS,0.6,1.2
INTERNATIONAL JOURNAL OF PEST MANAGEMENT,1.1,1.5
INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND HEALTHCARE MARKETING,1.2,1.6
INTERNATIONAL JOURNAL OF PHARMACEUTICAL INVESTIGATION,0.4,0.5
INTERNATIONAL JOURNAL OF PHARMACEUTICS,5.3,5.6
INTERNATIONAL JOURNAL OF PHARMACEUTICS-X,5.2,5.3
INTERNATIONAL JOURNAL OF PHARMACOLOGY,0.3,0.4
INTERNATIONAL JOURNAL OF PHARMACY PRACTICE,1.5,2
INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,0.7,1
INTERNATIONAL JOURNAL OF PHILOSOPHY AND THEOLOGY,0.3,0.3
INTERNATIONAL JOURNAL OF PHOTOENERGY,2.1,2.2
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION and LOGISTICS MANAGEMENT,5.9,8.2
INTERNATIONAL JOURNAL OF PHYSICAL MODELLING IN GEOTECHNICS,1.2,1.6
INTERNATIONAL JOURNAL OF PHYSIOTHERAPY,0.1,0.2
INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,3.4,3.5
INTERNATIONAL JOURNAL OF PLANT PRODUCTION,2.1,2.3
INTERNATIONAL JOURNAL OF PLANT SCIENCES,1.5,1.9
INTERNATIONAL JOURNAL OF PLASTICITY,9.4,9.2
INTERNATIONAL JOURNAL OF PLAY,0.6,N/A
INTERNATIONAL JOURNAL OF POLITICAL ECONOMY,1,1.2
INTERNATIONAL JOURNAL OF POLITICS CULTURE AND SOCIETY,1,1.5
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,1.7,2.2
INTERNATIONAL JOURNAL OF POLYMER SCIENCE,3.4,3.1
INTERNATIONAL JOURNAL OF POLYMERIC MATERIALS AND POLYMERIC BIOMATERIALS,2.5,2.6
INTERNATIONAL JOURNAL OF POPULATION DATA SCIENCE (IJPDS),1.6,N/A
INTERNATIONAL JOURNAL OF POWDER METALLURGY,0.3,0.2
INTERNATIONAL JOURNAL OF POWER AND ENERGY SYSTEMS,0.3,0.4
INTERNATIONAL JOURNAL OF PRACTICAL THEOLOGY,0.1,0.2
INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING,2.6,2.1
INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING-GREEN TECHNOLOGY,5.3,4.8
INTERNATIONAL JOURNAL OF PRESS-POLITICS,4.1,6
INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,3,2.8
INTERNATIONAL JOURNAL OF PREVENTIVE MEDICINE,1.7,2.1
INTERNATIONAL JOURNAL OF PRIMATOLOGY,1.9,2.1
INTERNATIONAL JOURNAL OF PRISONER HEALTH,1.1,1.3
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,9.8,10.3
INTERNATIONAL JOURNAL OF PRODUCTION MANAGEMENT AND ENGINEERING,1.3,1.2
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,7,8.3
INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,3.6,3.6
INTERNATIONAL JOURNAL OF PROGNOSTICS AND HEALTH MANAGEMENT,1.4,1.7
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,7.4,8.2
INTERNATIONAL JOURNAL OF PROSTHODONTICS,2.1,2.1
INTERNATIONAL JOURNAL OF PROTECTIVE STRUCTURES,2.1,2
INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE,2.9,3
INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,1.1,1.4
INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,1.2,1.1
INTERNATIONAL JOURNAL OF PSYCHOLOGICAL RESEARCH,1.2,1.5
INTERNATIONAL JOURNAL OF PSYCHOLOGY,3.3,2.6
INTERNATIONAL JOURNAL OF PSYCHOLOGY AND PSYCHOLOGICAL THERAPY,0.7,0.8
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,2.5,2.9
INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION,1.8,2
INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION IN THE DIGITAL AGE,0.8,0.8
INTERNATIONAL JOURNAL OF PUBLIC HEALTH,2.6,3.2
INTERNATIONAL JOURNAL OF PUBLIC LEADERSHIP,0.8,1.7
INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,1.9,1.8
INTERNATIONAL JOURNAL OF PUBLIC SECTOR MANAGEMENT,2.5,2.9
INTERNATIONAL JOURNAL OF PUBLIC THEOLOGY,0.4,0.3
INTERNATIONAL JOURNAL OF QUALITATIVE METHODS,3.9,6.3
INTERNATIONAL JOURNAL OF QUALITATIVE STUDIES IN EDUCATION,1.1,1.8
INTERNATIONAL JOURNAL OF QUALITATIVE STUDIES ON HEALTH AND WELL-BEING,2.1,2.6
INTERNATIONAL JOURNAL OF QUALITY and RELIABILITY MANAGEMENT,2.7,2.8
INTERNATIONAL JOURNAL OF QUALITY AND SERVICE SCIENCES,3.4,2.8
INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,2.3,2
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,0.7,0.8
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,2.1,2.5
INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,6.4,6.1
INTERNATIONAL JOURNAL OF RADIATION RESEARCH,0.4,0.5
INTERNATIONAL JOURNAL OF RAIL TRANSPORTATION,3.4,3.6
INTERNATIONAL JOURNAL OF RECONFIGURABLE COMPUTING,3,1.3
INTERNATIONAL JOURNAL OF RECYCLING OF ORGANIC WASTE IN AGRICULTURE,1.2,2.6
INTERNATIONAL JOURNAL OF REFRACTORY METALS and HARD MATERIALS,4.2,4.2
INTERNATIONAL JOURNAL OF REFRIGERATION,3.5,3.6
INTERNATIONAL JOURNAL OF REFUGEE LAW,1.3,1.5
INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,1.5,1.7
INTERNATIONAL JOURNAL OF RELIABILITY QUALITY AND SAFETY ENGINEERING,0.9,0.9
INTERNATIONAL JOURNAL OF REMOTE SENSING,3,3.3
INTERNATIONAL JOURNAL OF RENEWABLE ENERGY DEVELOPMENT-IJRED,2.4,2.2
INTERNATIONAL JOURNAL OF RENEWABLE ENERGY RESEARCH,1,1.1
INTERNATIONAL JOURNAL OF REPRODUCTIVE BIOMEDICINE,1.6,1.8
INTERNATIONAL JOURNAL OF RESEARCH and METHOD IN EDUCATION,1.5,2.3
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,5.9,7
INTERNATIONAL JOURNAL OF RESEARCH IN UNDERGRADUATE MATHEMATICS EDUCATION,1.2,1.7
INTERNATIONAL JOURNAL OF RETAIL and DISTRIBUTION MANAGEMENT,5.5,5.5
INTERNATIONAL JOURNAL OF RETINA AND VITREOUS,1.9,N/A
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,0.9,1.2
INTERNATIONAL JOURNAL OF RF TECHNOLOGIES-RESEARCH AND APPLICATIONS,1.6,0.6
INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES,2.4,2.5
INTERNATIONAL JOURNAL OF RHEUMATOLOGY,2.3,2.1
INTERNATIONAL JOURNAL OF RISK and SAFETY IN MEDICINE,0.9,1.2
INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,2.2,2.3
INTERNATIONAL JOURNAL OF ROBOTICS and AUTOMATION,0.8,0.9
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,7.5,9.7
INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,3.2,3.5
INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,7,7.7
INTERNATIONAL JOURNAL OF ROTATING MACHINERY,0.9,1.2
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,0.9,1.2
INTERNATIONAL JOURNAL OF SCHOOL and EDUCATIONAL PSYCHOLOGY,1.8,N/A
INTERNATIONAL JOURNAL OF SCIENCE AND MATHEMATICS EDUCATION,1.9,2.3
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,2.2,3.1
INTERNATIONAL JOURNAL OF SCIENCE EDUCATION PART B-COMMUNICATION AND PUBLIC ENGAGEMENT,1.4,1.8
INTERNATIONAL JOURNAL OF SEDIMENT RESEARCH,3.5,3.1
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,2.6,2.8
INTERNATIONAL JOURNAL OF SELF-PROPAGATING HIGH-TEMPERATURE SYNTHESIS,0.5,0.6
INTERNATIONAL JOURNAL OF SEMANTIC COMPUTING,0.3,0.5
INTERNATIONAL JOURNAL OF SENSOR NETWORKS,1.1,0.8
INTERNATIONAL JOURNAL OF SERIOUS GAMES,1.6,1.7
INTERNATIONAL JOURNAL OF SERVICES TECHNOLOGY AND MANAGEMENT,0.6,0.4
INTERNATIONAL JOURNAL OF SEXUAL HEALTH,2.2,2.3
INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS,1.4,1.6
INTERNATIONAL JOURNAL OF SIMULATION MODELLING,2.6,2.1
INTERNATIONAL JOURNAL OF SINO-WESTERN STUDIES,<0.1,<0.1
INTERNATIONAL JOURNAL OF SMART AND NANO MATERIALS,4.5,4.2
INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,1.9,2.1
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,2.5,4.6
INTERNATIONAL JOURNAL OF SOCIAL PSYCHOLOGY,0.9,1.4
INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,3,4.4
INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,3.8,4.8
INTERNATIONAL JOURNAL OF SOCIAL WELFARE,1.2,1.7
INTERNATIONAL JOURNAL OF SOCIOLOGY,1.8,2.2
INTERNATIONAL JOURNAL OF SOCIOLOGY AND SOCIAL POLICY,1.2,1.9
INTERNATIONAL JOURNAL OF SOCIOLOGY OF EDUCATION,0.5,1.2
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,0.6,0.8
INTERNATIONAL JOURNAL OF SOFTWARE INNOVATION,0.6,0.6
INTERNATIONAL JOURNAL OF SOFTWARE SCIENCE AND COMPUTATIONAL INTELLIGENCE-IJSSCI,2.4,N/A
INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,3.4,3.5
INTERNATIONAL JOURNAL OF SPATIAL DATA INFRASTRUCTURES RESEARCH,1,0.6
INTERNATIONAL JOURNAL OF SPECIAL EDUCATION,0.7,0.8
INTERNATIONAL JOURNAL OF SPEECH LANGUAGE AND THE LAW,0.5,0.9
INTERNATIONAL JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,1.4,2
INTERNATIONAL JOURNAL OF SPELEOLOGY,1.3,1.5
INTERNATIONAL JOURNAL OF SPINE SURGERY,1.7,1.8
INTERNATIONAL JOURNAL OF SPORT AND EXERCISE PSYCHOLOGY,2.3,2.9
